Lemma;s.Genitiv;es.Genitiv
Genuss;0;13
Gold;0;13
Gottesstaat;0;13
Grund;0;13
Ostpunkt;0;13
Pilz;0;13
Spaß;0;13
Staatsschutz;0;13
Ständerat;0;13
Unterausschuss;0;13
Verlagshaus;0;13
Autohaus;0;12
Buchmarkt;0;12
Einfamilienhaus;0;12
Erlass;0;12
Erlös;0;12
Forschungsverbund;0;12
Gastland;0;12
Gebietsverband;0;12
Jugendverband;0;12
Kapitalverhältniss;0;12
Nichtraucherschutz;0;12
Patentschutz;0;12
Salz;0;12
Salzwald;0;12
Schutzschild;0;12
Spielplatz;0;12
Tierschutzgesetz;0;12
Weib;0;12
Wortschatz;0;12
Wurf;0;12
Überfluss;0;12
Bauausschuss;0;11
Bundesausschuss;0;11
Erlebniss;0;11
Gesundheitsausschuss;0;11
Hasenholz;0;11
Informationsfluss;0;11
Kapitalmarkt;0;11
Knopf;0;11
Medienhaus;0;11
Preisgeld;0;11
Schlimmer;0;11
Sechstagekrieg;0;11
Topf;0;11
Trost;0;11
Unverständniss;0;11
Versammlungsgesetz;0;11
Verweis;0;11
Wohlfahrtsstaat;0;11
Zins;0;11
Afghanistan-Einsatz;0;10
Bilanzkreis;0;10
Briefgeheimniss;0;10
Bundeskongress;0;10
Entwicklungsprozess;0;10
Geburtstagskind;0;10
Grünflächenamt;0;10
Halbjahr;0;10
Handelsbund;0;10
Harz;0;10
Hausarzt;0;10
Hörbuch;0;10
Kaufhaus;0;10
Kochkurs;0;10
Kommerz;0;10
Lebensweg;0;10
Match;0;10
Opferschutz;0;10
Presseerzeugniss;0;10
Rechtsschutz;0;10
Rumpf;0;10
Sanierungsgebiet;0;10
Stress;0;10
Tahrir-Platz;0;10
US-Geheimdienst;0;10
Wohnungsbestand;0;10
Akt;0;9
Asylgesetz;0;9
Beschuss;0;9
Bundesfreiwilligendienst;0;9
Ding;0;9
Entstehungsprozess;0;9
Fernmeldegeheimniss;0;9
Förderpreis;0;9
Gedenktag;0;9
Gesamtbild;0;9
Gotteshaus;0;9
Hals;0;9
Immobilienverband;0;9
Kinderwunsch;0;9
Komplex;0;9
Möbelhaus;0;9
Oberarzt;0;9
Polarkreis;0;9
Polizeieinsatz;0;9
Putsch;0;9
Quelltext;0;9
Rennrad;0;9
Schwanz;0;9
Schwarzmarkt;0;9
Schwierigkeitsgrad;0;9
Sicherheitsdienst;0;9
Strafmaß;0;9
Suchfeld;0;9
Umland;0;9
Untergrund;0;9
Verkehrsausschuss;0;9
Vertragstext;0;9
Vertragsverhältniss;0;9
Völkerbund;0;9
Wohngeld;0;9
Wohnsitz;0;9
Betäubungsmittelgesetz;0;8
Bundeswahlgesetz;0;8
E-Mail-Dienst;0;8
Einverständniss;0;8
Entschluss;0;8
Erscheinungsbild;0;8
Erzherz;0;8
Fachausschuss;0;8
Gas;0;8
Geschichtslehrerverband;0;8
Geschäftsjahr;0;8
Gleichniss;0;8
Grundrechtsschutz;0;8
Haushaltsausschuss;0;8
Heimatort;0;8
Herd;0;8
Herkunftsland;0;8
Impuls;0;8
Inhaltsverzeichniss;0;8
Jugendhilfeausschuss;0;8
Jugendschutzgesetz;0;8
Kulturausschuss;0;8
Kulturkreis;0;8
Landesrechnungshof;0;8
Lehrforschungsprojekt;0;8
Literaturnobelpreis;0;8
Mediengesetz;0;8
Militäreinsatz;0;8
Militärputsch;0;8
Nachlass;0;8
Opernhaus;0;8
Parkhaus;0;8
Ratsbeschluss;0;8
Rausch;0;8
Schadensausmaß;0;8
Schutzgegenstand;0;8
Selbstwert;0;8
Straßennetz;0;8
Sumpf;0;8
Thron;0;8
Urheberrechtswahrnehmungsgesetz;0;8
Verbrauchermarkt;0;8
Vers;0;8
Verteilnetz;0;8
Volkslied;0;8
Waffengesetz;0;8
Warenhaus;0;8
Weltraumpapst;0;8
Übertragungsweg;0;8
Überwachungsgesetz;0;8
Absturz;0;7
Anreiz;0;7
Arbeitsprozess;0;7
Atlas;0;7
Beschäftigtendatenschutz;0;7
Besser;0;7
Campingplatz;0;7
Datenschutzbeirat;0;7
Ei;0;7
Einführungskurs;0;7
Entscheidungsprozess;0;7
Erneuerbare-Energien-Gesetz;0;7
Flugplatz;0;7
Friedenspreis;0;7
Gartenhaus;0;7
Gefäß;0;7
Geschlechtsakt;0;7
Gesprächskreis;0;7
Gewächshaus;0;7
Gottesreich;0;7
Greenpeace-Schiff;0;7
Grenzwert;0;7
Jahresabschluss;0;7
Kalb;0;7
Kinderschutz;0;7
Kirchenkreis;0;7
Klappentext;0;7
Knotenpunkt;0;7
Kombibad;0;7
Kreuzfahrtschiff;0;7
Königshaus;0;7
Landessportbund;0;7
Lotto-Spiel-Verbot;0;7
Menschenhandelsdiskurs;0;7
Mietshaus;0;7
Mietverhältniss;0;7
Nachbarland;0;7
Naturschutzgebiet;0;7
Pfarrhaus;0;7
Prüfungsamt;0;7
Push;0;7
Rahmenbeschluss;0;7
Rahmenvertrag;0;7
Reisebuss;0;7
Sand;0;7
Schadensersatz;0;7
Schauspielhaus;0;7
Schienennetz;0;7
Schulbuch;0;7
Tagesordnungspunkt;0;7
Tagungsort;0;7
Telefonanschluss;0;7
Titelbild;0;7
UNO-Sicherheitsrat;0;7
Umsturz;0;7
Völkerstrafgesetzbuch;0;7
Wohnprojekt;0;7
Abriss;0;6
Abschlussbericht;0;6
Anlass;0;6
Arbeitsgedächtniss;0;6
Artenschutz;0;6
Autobahnnetz;0;6
Bevölkerungsaustausch;0;6
Bildungsstand;0;6
Blickfeld;0;6
Bundesgesetz;0;6
Bundesgrenzschutz;0;6
Bundesverdienstkreuz;0;6
Bundeswehreinsatz;0;6
Chefarzt;0;6
Duft;0;6
Einflussbereich;0;6
Erdgeschoss;0;6
Familienvertrag;0;6
Feindbild;0;6
Ferienhaus;0;6
Fernglas;0;6
Feuerwehrmann;0;6
Fuchs;0;6
Gasthaus;0;6
Gleichheitsgrundsatz;0;6
Golfplatz;0;6
Hauptverband;0;6
Inselstaat;0;6
Internetz;0;6
Katastrophenschutz;0;6
Kinderbuch;0;6
Kommentarfeld;0;6
Koordinierungsrat;0;6
Krug;0;6
Kulturrat;0;6
Kunstfest;0;6
Königsplatz;0;6
Landschaftshintergrund;0;6
Machtkampf;0;6
Mais;0;6
Mobilfunknetz;0;6
NS-Staat;0;6
Nachbarhaus;0;6
Nachrichtendienst;0;6
Negativ;0;6
Planungsprozess;0;6
Publikumspreis;0;6
Rand;0;6
Reiz;0;6
Rind;0;6
Saft;0;6
Schauplatz;0;6
Schlachtfeld;0;6
Schnellkochtopf;0;6
Schreibprozess;0;6
Schweiß;0;6
Schwerbehindertenausweis;0;6
Schöpfergott;0;6
Seebad;0;6
Sitz;0;6
Sitzplatz;0;6
Sonnengott;0;6
Spielemarkt;0;6
Staatssicherheitsdienst;0;6
Staatswald;0;6
Stiftungsrat;0;6
Straßenbild;0;6
Suchwort;0;6
Taschengeld;0;6
Teufelskreis;0;6
Tierkreis;0;6
Uferweg;0;6
Umkreis;0;6
Umweltamt;0;6
Umweltgesetzbuch;0;6
Urheberrechtsschutz;0;6
Urheberschutz;0;6
Verbotsgesetz;0;6
Verdauungstrakt;0;6
Verfassungsvertrag;0;6
Vorschuss;0;6
Wahlpflichtfach;0;6
Wanderweg;0;6
Washingtonplatz;0;6
Weglaufhaus;0;6
Wehrdienst;0;6
Weltkongress;0;6
Wirtschaftsstandort;0;6
Wirtschaftssubjekt;0;6
Wochenmarkt;0;6
Abgeordnetengesetz;0;5
Amazonas-Regenwald;0;5
Amnestiegesetz;0;5
Arbeitsaufwand;0;5
Arztbrief;0;5
Asylbewerberleistungsgesetz;0;5
Bauhaus;0;5
Beet;0;5
Begräbniss;0;5
Beschäftigtendatenschutzgesetz;0;5
Bevölkerungsschutz;0;5
Bibliothekskongress;0;5
Brudermord;0;5
Bruttowerbemarkt;0;5
Buchpreis;0;5
Bundespresseamt;0;5
Börne-Preis;0;5
Büchereiverband;0;5
CSU-Netzrat;0;5
Cloud-Dienst;0;5
Content-Markt;0;5
Datenschutzgesetz;0;5
Demonstrationszug;0;5
Ehrenmord;0;5
Eigennutz;0;5
Eingabefeld;0;5
Einmarsch;0;5
Einsturz;0;5
Eintrittspreis;0;5
Erdgas;0;5
Ernst;0;5
Erzfeind;0;5
Fahrgast;0;5
Fahrpreis;0;5
Fakt;0;5
Feldzug;0;5
Filmjahr;0;5
Finanzausschuss;0;5
Fischereiausschuss;0;5
Fiskaljahr;0;5
Flugzeugabsturz;0;5
Forschungsfeld;0;5
Forschungsprozess;0;5
Freiheitskampf;0;5
Freistoß;0;5
Freiwilligendienst;0;5
Gebärmutterhals;0;5
Gedichtband;0;5
Generalstaatsanwalt;0;5
Gerichtsprozess;0;5
Gesichtsfeld;0;5
Glasdach;0;5
Gottesbild;0;5
Guss;0;5
Haupt;0;5
Hebräerbrief;0;5
Heiligengeistfeld;0;5
Herod;0;5
Herrenhaus;0;5
Herzstillstand;0;5
Historikertag;0;5
Hitlergruß;0;5
Hochzeitskleid;0;5
Häuserkampf;0;5
Industriezweig;0;5
Informationsüberfluss;0;5
Inlandsgeheimdienst;0;5
Jahrhundertereigniss;0;5
Jugendmedienschutz;0;5
Jugoslawienkrieg;0;5
Klettersteig;0;5
Konsens;0;5
Korb;0;5
Kreditwesengesetz;0;5
Kreistag;0;5
Kulturhauptstadtjahr;0;5
Kundendienst;0;5
Künstlerhaus;0;5
Landschaftsbild;0;5
Lebensmittelpunkt;0;5
Leitbildprozess;0;5
Lichtkörperprozess;0;5
Marktpreis;0;5
Mehrgenerationenhaus;0;5
Mehrwertsteuersatz;0;5
Missstand;0;5
Mobilfunkmarkt;0;5
Multiplexverband;0;5
Märtyrertod;0;5
Notarzt;0;5
Nudelholz;0;5
Online-Werbemarkt;0;5
Ordnungsgeld;0;5
Originalbild;0;5
Personenkreis;0;5
Pfarramt;0;5
Pförtnerhaus;0;5
Predigttext;0;5
Presserat;0;5
Printprodukt;0;5
Privat;0;5
Problemfeld;0;5
Reihentanz;0;5
Reisepass;0;5
Reißverschluss;0;5
Repräsentantenhaus;0;5
Ringgleis;0;5
Sarg;0;5
Schutzgebiet;0;5
Sommerfest;0;5
Sozialgesetzbuch;0;5
Spross;0;5
Staatsdienst;0;5
Stadthaus;0;5
Tanzschritt;0;5
Telefongespräch;0;5
Textverständniss;0;5
Themenbild;0;5
Themenkomplex;0;5
Tornado-Einsatz;0;5
Transformationsprozess;0;5
Treibhausgas;0;5
Tätigkeitsfeld;0;5
US-Repräsentantenhaus;0;5
Umweltinformationsgesetz;0;5
Untersuchungsergebniss;0;5
Urheberkongress;0;5
Vereinslied;0;5
Verhängniss;0;5
Verschluss;0;5
Veränderungsprozess;0;5
Vinetaplatz;0;5
Vorplatz;0;5
Vorwahlkampf;0;5
Waisenhaus;0;5
Waldschutz;0;5
Wasserschloss;0;5
Weihnachtsmarkt;0;5
Weltgeist;0;5
Wirtschaftsstrafgesetz;0;5
Wirtschaftszweig;0;5
Wirtshaus;0;5
Wächteramt;0;5
Zopf;0;5
Zugangserschwernisgesetz;0;5
Zwerg;0;5
Ärgerniss;0;5
Ölpreis;0;5
Abhängigkeitsverhältniss;0;4
Abijahrgang;0;4
Aktienkurs;0;4
Alp;0;4
Altenpflegeheim;0;4
Amtsrat;0;4
Anhörungstag;0;4
Anschlusszwang;0;4
Antirassismusdiskurs;0;4
Applaus;0;4
Arbeitsplatzverlust;0;4
Arzt-Patient-Verhältniss;0;4
Assistenzarzt;0;4
Auktionshaus;0;4
Ausgangstext;0;4
Ausstrahlungspunkt;0;4
Bahnvorstand;0;4
Bauplatz;0;4
Beduinentanz;0;4
Behandlungstag;0;4
Berufsfeld;0;4
Betriebsablauf;0;4
Bewegungsstillstand;0;4
Bewertungsmaßstab;0;4
Bezahldienst;0;4
Blech;0;4
Blog-Kind;0;4
Bombenkrieg;0;4
Boss;0;4
Brunnenplatz;0;4
Buchprojekt;0;4
Bundesarbeitskreis;0;4
Bundesgrenzschutzgesetz;0;4
Bundespräsidentenamt;0;4
Bundessozialhilfegesetz;0;4
Bundesverfassungsschutz;0;4
Bundesverfassungsschutzgesetz;0;4
Börsenpreis;0;4
Bürger-Krieg;0;4
CDU-Kreisverband;0;4
Campingausflug;0;4
DSL-Anschluss;0;4
DSL-Vertrag;0;4
Delikt;0;4
Deltagebiet;0;4
Demokratieverständniss;0;4
Demozug;0;4
Denkprozess;0;4
Deutschlandlied;0;4
Dolch;0;4
Domplatz;0;4
Dorfplatz;0;4
Drogenmarkt;0;4
Ehrenvorsitz;0;4
Eiland;0;4
Eingeständniss;0;4
Einreisestaat;0;4
Einsatzzweck;0;4
Energiefeld;0;4
Epidemiegesetz;0;4
Erntejahr;0;4
Ersatzdienst;0;4
Ersatzgerät;0;4
Ethikrat;0;4
Exzess;0;4
Fass;0;4
Filz;0;4
Finanzplatz;0;4
Finanzrat;0;4
Fischmarkt;0;4
Fleiß;0;4
Flohmarkt;0;4
Flugzeug-Absturz;0;4
Forschungsaufenthalt;0;4
Gastgeberland;0;4
Gasthof;0;4
Gebiss;0;4
Geburtshaus;0;4
Gebäudekomplex;0;4
Gegenwind;0;4
Geheimvertrag;0;4
Gehölz;0;4
Gemüsestand;0;4
Genehmigungsprozess;0;4
Genmais;0;4
Gesamtprozess;0;4
Gesamtvertrag;0;4
Geschlechterverhältniss;0;4
Geschlechtstrieb;0;4
Geschäftsbericht;0;4
Gewand;0;4
Goldkind;0;4
Grand;0;4
Grimme-Preis;0;4
Grundbetrag;0;4
Gutachterausschuss;0;4
Hakenkreuz;0;4
Hasenfuß;0;4
Hauptschulabschluss;0;4
Hauptwerk;0;4
Haushalts-Ausschuss;0;4
Hautbild;0;4
Heilungsdienst;0;4
Heimatdorf;0;4
Helblau;0;4
Helmholtzplatz;0;4
Heterogenitätsverlust;0;4
Hinderniss;0;4
Hinterland;0;4
Hochschulgesetz;0;4
Höchststeuersatz;0;4
Hörsturz;0;4
IM-Server-Netz;0;4
ISAF-Einsatz;0;4
Informationsdienst;0;4
Interessenverband;0;4
Jahresumsatz;0;4
Jubiläumsjahr;0;4
Justizausschuss;0;4
Kaffeehaus;0;4
Kalenderjahr;0;4
Kinderspielplatz;0;4
Klettband;0;4
Kletterwald;0;4
Kochbuch;0;4
Kohlendioxidausstoß;0;4
Kollwitzplatz;0;4
Kommunikationsgeheimniss;0;4
Konfrontationskurs;0;4
Koordinationskreis;0;4
Koordinationsrat;0;4
Krankenversicherungsschutz;0;4
Kraut;0;4
Kriegswaffenkontrollgesetz;0;4
Kräfteverhältniss;0;4
Kulturvolk;0;4
Kunstprojekt;0;4
Kündigungsschutzgesetz;0;4
Ladenpreis;0;4
Landesdatenschutzgesetz;0;4
Landkreistag;0;4
Landschaftsschutzgebiet;0;4
Leidensweg;0;4
Lichtbild;0;4
Lichtgott;0;4
Lissabonvertrag;0;4
Literaturverzeichniss;0;4
Lobbyverband;0;4
Luchs;0;4
Lungenkrebs;0;4
Machtumsturz;0;4
Mageia-Projekt;0;4
Mahl;0;4
Mandatsgebiet;0;4
Marmeladenglas;0;4
Matrosenaufstand;0;4
Medienpass;0;4
Medienstandort;0;4
Medizinprodukt;0;4
Mehrzwecksaal;0;4
Mieterschutz;0;4
Mikrophon;0;4
Militärdienst;0;4
Mitteilungsbedürfniss;0;4
Mittelaufwuchs;0;4
Naturhaushalt;0;4
Nebenfluss;0;4
Nest;0;4
Netto-Listenpreis;0;4
Nettoverlagserlös;0;4
Nutzerschutz;0;4
OP-Gebiet;0;4
Obergeschoss;0;4
Onlinekurs;0;4
Opernplatz;0;4
Originalpreis;0;4
Ortsverband;0;4
Palästinenserstaat;0;4
Passagierflugzeug;0;4
Pflegegesetz;0;4
Pflegeheim;0;4
Philologenverband;0;4
Piratenpartei-Mitglied;0;4
Prospekt;0;4
Prostitutionsfeld;0;4
Präfix;0;4
Redtube-Fall;0;4
Regelkreis;0;4
Regelverstoß;0;4
Reihenhaus;0;4
Reim;0;4
Resonanzgesetz;0;4
Riemenfisch;0;4
Rosa-Luxemburg-Haus;0;4
Rundweg;0;4
SS-Friedhof;0;4
Sammelwerk;0;4
Schaf;0;4
Schaft;0;4
Schmutz;0;4
Schnellzug;0;4
Schuss;0;4
Schwabenkrieg;0;4
Sehenswert;0;4
Selbstmord;0;4
Skiverein;0;4
Sommerbad;0;4
Sonderausschuss;0;4
Sondersammelgebiet;0;4
Sonnenstand;0;4
Sozialausschuss;0;4
Sparkurs;0;4
Sperrgesetz;0;4
Sportausschuss;0;4
Sportereigniss;0;4
Staatsrecht;0;4
Stadtplandienst;0;4
Standesamt;0;4
Staub;0;4
Steuerzahlerbund;0;4
Streichholz;0;4
Stromkreis;0;4
Ständestaat;0;4
Suchraum;0;4
Suchtstoff;0;4
Südquerhaus;0;4
Tagungsband;0;4
Tagungshaus;0;4
Taufgedächtniss;0;4
Technologe-Produkt;0;4
Teilnehmervertrag;0;4
Telefon-Gespräch;0;4
Telekommunikationsgeheimniss;0;4
Tiefbauamt;0;4
Times-Magazin;0;4
Todeskampf;0;4
Trieb;0;4
Uhrheberrecht;0;4
Umwandlungssatz;0;4
Umweltverband;0;4
Unabhängigkeitskrieg;0;4
Universalgesetz;0;4
Untergeschoss;0;4
Unternehmerverband;0;4
Urheberrechtgesetz;0;4
Veranstaltungsformat;0;4
Verarbeitungsprozess;0;4
Vertragsgebiet;0;4
Vertrauensverhältniss;0;4
Vertriebsweg;0;4
Verwaltungsausschuss;0;4
VoIP-Dienst;0;4
Vorsatz;0;4
Vorschaubild;0;4
Walfleisch;0;4
Wasseraustausch;0;4
Wasserschutzgebiet;0;4
Weltfrauentag;0;4
Weltmarkt;0;4
Weltprozess;0;4
Wendland;0;4
Werbemarkt;0;4
Werkkreis;0;4
Westquerhaus;0;4
Wirtschaftsausschuss;0;4
Wissenstand;0;4
Wortwitz;0;4
Zentralkrankenhaus;0;4
Zirkelschluss;0;4
Zweig;0;4
Äußerungskontext;0;4
Überdruss;0;4
Überlebenskampf;0;4
AG-Rat;0;3
AOK-Bundesverband;0;3
Adligenrat;0;3
Alexanderplatz;0;3
Allgemeinzustand;0;3
Altgerät;0;3
Amazonas-Urwald;0;3
Anbauverband;0;3
Angesicht;0;3
Antiwitz;0;3
Arbeiter-Samariter-Bund;0;3
Arbeitsausschuss;0;3
Arbeitsschutz;0;3
Arbeitsverzeichniss;0;3
Artikelbild;0;3
Arzneimittelmarkt;0;3
Atomaustieg;0;3
Atomkonsens;0;3
Atomwaffensperrvertrag;0;3
Aufbau-Verlag;0;3
Aufnahmeland;0;3
Aufstiegsprozess;0;3
Aufstiegsrat;0;3
Ausdruckstanz;0;3
Auslandaufenthalt;0;3
Auslandsamt;0;3
Ausstoß;0;3
Ausweg;0;3
Automobilmarkt;0;3
Außenhandelsverband;0;3
B-Plan;0;3
BUND-Landesverband;0;3
Bachmann-Preis;0;3
Bachmannpreis;0;3
Backblech;0;3
Baugesetzbuch;0;3
Bauhof;0;3
Baumhaus;0;3
Behältniss;0;3
Beitragsbild;0;3
Bekannt;0;3
Berufbild;0;3
Betracht;0;3
Betriebsverfassungsgesetz;0;3
Bibliotheksdienst;0;3
Bibliotheksgesetz;0;3
Biest;0;3
Bildungskongress;0;3
Bildungsweg;0;3
Biologiebuch;0;3
Bittbrief;0;3
Bleistift;0;3
Blücherplatz;0;3
Blütenstand;0;3
Brautpaar;0;3
Brennerhof;0;3
Brett;0;3
Bundestags-Innenausschuss;0;3
Bundestagsausschuss;0;3
Bundesumweltamt;0;3
Bundesverwaltungsamt;0;3
Bundeswaldgesetz;0;3
Busch;0;3
DJ-Abendland;0;3
Datensatz;0;3
Denkapparat;0;3
Dienstgeheimniss;0;3
Dorfgemeinschaftshaus;0;3
Durst;0;3
E-Mail-Programm;0;3
EU-Datenschutz;0;3
EU-Gerichtshof;0;3
EU-Wahlkampf;0;3
Ehrengast;0;3
Ehrengrab;0;3
Eid;0;3
Einigungsvertrag;0;3
Einkaufspreis;0;3
Einsendeschluss;0;3
Eintrittsgeld;0;3
Einwurf;0;3
Eisenwald;0;3
Engagementprojekt;0;3
Entwicklungsland;0;3
Erdengefäß;0;3
Erkenntnisprozess;0;3
Erschöpfungsgrundsatz;0;3
Erstwohnsitz;0;3
Erzeugniss;0;3
Erzählband;0;3
Esstisch;0;3
Fabrikansatz;0;3
Fachbuch;0;3
Fachkongress;0;3
Fahrverbot;0;3
Familienbetrieb;0;3
Familienverband;0;3
Fangschiff;0;3
Fernsehpreis;0;3
Fernwald;0;3
Festzelt;0;3
Firmensitz;0;3
Fliesstext;0;3
Formularfeld;0;3
Frauenbild;0;3
Fremdenhass;0;3
Friedens-Dienst;0;3
Fruchtfleisch;0;3
Frühlingsfest;0;3
Funkhaus;0;3
Funknetz;0;3
Fußballplatz;0;3
Förderband;0;3
Förderkonzept;0;3
Füllstand;0;3
Fürstenhaus;0;3
Gedankenaustausch;0;3
Geldwäschegesetz;0;3
Gemeindehaus;0;3
Genehmigungsbescheid;0;3
Gesamtaufwand;0;3
Geschichtsbild;0;3
Geschichtsbuch;0;3
Geschäftsprozess;0;3
Gesellschaftsglied;0;3
Gewürz;0;3
Gitternetz;0;3
Google-Dienst;0;3
Gottessohn;0;3
Greis;0;3
Grenzfluss;0;3
Grundlagenvertrag;0;3
Grundriss;0;3
Grundteig;0;3
Gruß;0;3
HIV-Referat;0;3
Halbgott;0;3
Halbkreis;0;3
Halbmond;0;3
Handelsausschuss;0;3
Handelsschiff;0;3
Handymarkt;0;3
Hangrutsch;0;3
Hauptplatz;0;3
Hauptpreis;0;3
Hauptsitz;0;3
Haupttext;0;3
Hauptweg;0;3
Hausboot;0;3
Hausverbot;0;3
Hebammenverband;0;3
Heilmittelwerbegesetz;0;3
Heilungsprozess;0;3
Herbsttag;0;3
Herrschaftsgebiet;0;3
Herrschaftsverhältniss;0;3
Herstellungsprozess;0;3
Hintermann;0;3
Hinterrad;0;3
Hochschultag;0;3
Holzhaus;0;3
Hüttendorf;0;3
Index;0;3
Infostand;0;3
Input-Feld;0;3
Integrationsrat;0;3
Internet-Anschluss;0;3
Internetmarkt;0;3
Irrenhaus;0;3
Jugendbuch;0;3
Jurypreis;0;3
Kaltreich;0;3
Kampfeinsatz;0;3
Kapazitätsmarkt;0;3
Kastanienbaum;0;3
Kenntnisstand;0;3
Kinderarzt;0;3
Kinojahr;0;3
Kirchenstaat;0;3
Klimagas;0;3
Knast;0;3
Kochvorgang;0;3
Kodex;0;3
Kollaps;0;3
Kollwitzplatzgebiet;0;3
Kommunalverband;0;3
Konkurs;0;3
Konsular-Hilfe-Gesetz;0;3
Kontostand;0;3
Konzerthaus;0;3
Kooperationsvertrag;0;3
Kopfgeld;0;3
Kreisvorstand;0;3
Kriegsdienst;0;3
Kropf;0;3
Kulturhaus;0;3
Kultusausschuss;0;3
Kundenkreis;0;3
Kurort;0;3
Lachs;0;3
Landesfunkhaus;0;3
Landessicherheitsgesetz;0;3
Landesumweltamt;0;3
Landeswahlausschuss;0;3
Landtagswahlkampf;0;3
Laub;0;3
Lebensprozess;0;3
Lebensschutz;0;3
Lehrsatz;0;3
Leichenschmaus;0;3
Leidensdruck;0;3
Leopoldplatz;0;3
Lesefluss;0;3
Leserkreis;0;3
Lessingbad;0;3
Liebespaar;0;3
Link;0;3
Lohnabstandsgebot;0;3
Lärmschutz;0;3
Löwentor;0;3
Mabira-Wald;0;3
Maibaum;0;3
Mainstor;0;3
Markenverband;0;3
Mautvertrag;0;3
Medieneinsatz;0;3
Menschenrechtsausschuss;0;3
Menschensohn;0;3
Mindestbetrag;0;3
Minibuss;0;3
Mitgliedsland;0;3
Mittelmaß;0;3
Mus;0;3
Märchenwald;0;3
Mühlendamm;0;3
NATO-Doppelbeschluss;0;3
NS-Verbotsgesetz;0;3
Nationalstolz;0;3
Naturgesetz;0;3
Naturzustand;0;3
Nazi-Aufmarsch;0;3
Nettogehalt;0;3
Netzwerk-Effekt;0;3
Nibelungenlied;0;3
Nichtangriffspakt;0;3
Notizbuch;0;3
Nummernschild;0;3
Nussbaum;0;3
Nützlich;0;3
Online-Kurs;0;3
Onlinedienst;0;3
Orchideenjahr;0;3
Originaltext;0;3
Ortsgrundriss;0;3
Ostchor;0;3
Ostermarsch;0;3
Ostern-Fußballplatzbesuch;0;3
Ostreich;0;3
Pachtvertrag;0;3
Parteiapparat;0;3
Personenbezug;0;3
Persönlichkeitsschutz;0;3
Pflegeamt;0;3
Platintor;0;3
Politik-Betrieb;0;3
Pontifikat;0;3
Preis-Leistungsverhältniss;0;3
Presseausweis;0;3
Privatbesitz;0;3
Privatisierungsprozess;0;3
Privatsphärenschutz;0;3
Programmantrag;0;3
Proporz;0;3
Protestbrief;0;3
Prozentsatz;0;3
Prüfungsstress;0;3
Publizistenpreis;0;3
Pult;0;3
Putzmann;0;3
Quartiersrat;0;3
Realschulzweig;0;3
Rechtsamt;0;3
Rechtssausschuss;0;3
Rechtsverstoß;0;3
Rechtszwang;0;3
Redaktionshund;0;3
Reflex;0;3
Reformprozess;0;3
Regenguss;0;3
Regierungssitz;0;3
Repressionsapparat;0;3
Rettungsdienst;0;3
Riss;0;3
S-Bahn-Netz;0;3
Sachverstand;0;3
Salzkammergut;0;3
Sandwich;0;3
Scherz;0;3
Schiedsspruch;0;3
Schluss;0;3
Schlüsselbund;0;3
Schmerzwort;0;3
Schmierblatt;0;3
Schriftsatz;0;3
Schriftstück;0;3
Schrottplatz;0;3
Schulabschluss;0;3
Schulausschuss;0;3
Schulhalbjahr;0;3
Schutzverband;0;3
Schwarzbuch;0;3
Schöpferwort;0;3
Selbstbild;0;3
Sexualtrieb;0;3
Skigebiet;0;3
Smartphone-Markt;0;3
Sommereis;0;3
Sonnenjahr;0;3
Sozialdienst;0;3
Spannungsfeld;0;3
Spielbudenplatz;0;3
Spieltisch;0;3
Sprachkurs;0;3
Sprechakt;0;3
Sprichwort;0;3
Staatenbund;0;3
Staatsrat;0;3
Stadtbad;0;3
Stadtjugendring;0;3
Stadtschulrat;0;3
Steg;0;3
Stellungskrieg;0;3
Sternenschiff;0;3
Stifterverband;0;3
Stocktanz;0;3
Storch;0;3
Strahl;0;3
Strandbad;0;3
Straßenbahnnetz;0;3
Straßenzug;0;3
Studienjahr;0;3
Studiogast;0;3
Stückemarkt;0;3
Sudetenland;0;3
Tarifverbund;0;3
Tastenfeld;0;3
Telefonnetz;0;3
Tellerrand;0;3
Terrorismusbekämpfungsgesetz;0;3
Textfeld;0;3
Themengebiet;0;3
Themenschwerpunkt;0;3
Tierseuchengesetz;0;3
Todestag;0;3
Tonband;0;3
Tor-Netzwerk;0;3
Totenreich;0;3
Tourismusverband;0;3
Treibhausgasausstoß;0;3
Treibstoff;0;3
Treppenhaus;0;3
Truppenübungsplatz;0;3
Trägerkreis;0;3
UN-Ausschuss;0;3
US-Dienst;0;3
US-Preis;0;3
Unrechtsstaat;0;3
Untersuchungsgegenstand;0;3
Ursprungswerk;0;3
Vatikanstaat;0;3
Verbreitungsgebiet;0;3
Verbundnetz;0;3
Verdienstkreuz;0;3
Verfassertext;0;3
Verfassungsgesetz;0;3
Verhandlungsprozess;0;3
Verhältnismäßigkeitsgrundsatz;0;3
Verkaufserlös;0;3
Verkehrsfluss;0;3
Verleger-Ausschuss;0;3
Versicherungsschutz;0;3
Vertragsabschluss;0;3
Vertragsschluss;0;3
Vetorecht;0;3
Vielfach;0;3
Virenschleuder-Preis;0;3
Volksfest;0;3
Volksgerichtshof;0;3
Volkstanz;0;3
Volltext;0;3
Vorstoß;0;3
Vorteig;0;3
Wahlamt;0;3
Wahljahr;0;3
Wahlvorstand;0;3
Wahrheitsgehalt;0;3
Warenkorb;0;3
Wasserhaushaltsgesetz;0;3
